id,name,display_name,active,brand_id,brand_name,strain_id,strain_name,product_type_id,product_type_name,product_family_id,product_family_name,flower_type,concentrate_type,description,instructions,ingredients,allergens,solvent,servings,pack_size,weight,weight_unit,cost,min_reorder_qty,test_result_unit,thc,cbd,thc_per_serving,cbd_per_serving,sku_reference,quantity_on_hand,image_url,source
,Grape Chem - Flower [Phat Panda],Grape Chem - Flower [Phat Panda],true,,phat panda,,grape chem,,Flower,,,,,"Grape Cream Cake x OG Chem - (Flavors: Peppery, Sweet & Gassy), (Effects: Euphoric, Motivation & Focused), (Aromas: Sweet, Spicy & Pine)",,,,,,,,,,,,,,,,,,,
,Grape Cream Cake - Flower [Phat Panda],Grape Cream Cake - Flower [Phat Panda],true,,phat panda,,grape cream cake,,Flower,,,,,"Ice Cream Cake X Grape Pie x Wedding Crasher - (Flavors: Nutty, Vanilla & Earthy), (Effects: Calming, Relaxing & Drowsy), (Aromas: Creamy, Woody & Sweet)",,,,,,,,,,,,,,,,,,,
,Grapefruit X Blueberry - Flower [Phat Panda],Grapefruit X Blueberry - Flower [Phat Panda],true,,phat panda,,grapefruit x blueberry,,Flower,,,,,"(Flavors: Earthy, Sweet & Musky), (Effects: Uplifting, Sociable & Giggly), (Aromas: Earthy, Pungent & Sweet)",,,,,,,,,,,,,,,,,,,
,Guava Cupcake - Flower [Phat Panda],Guava Cupcake - Flower [Phat Panda],true,,phat panda,,guava cupcake,,Flower,,,,,"Franken Cakes #46 x Gorilla Diesel #21 (Flavors: Sweet, Pine & Woody), (Effects: Uplifting, Focused & Creative), (Aromas: Pine, Sweet & Peppery)",,,,,,,,,,,,,,,,,,,
,Gummy Bearz - Flower [Phat Panda],Gummy Bearz - Flower [Phat Panda],true,,phat panda,,gummy bearz,,Flower,,,,,"Animal Mintz x Orange Zkittlez - (Flavors: Lemon, Citrus & Gassy), (Effects: Focused, Uplifting & Aroused), (Aromas: Sour, Earthy & Pine)",,,,,,,,,,,,,,,,,,,
,Gusherz - Flower [Phat Panda],Gusherz - Flower [Phat Panda],true,,phat panda,,gusherz,,Flower,,,,,"Gelato 41 x Triangle Kush (Flavors: Berry, Sour & Tropical), (Effects: Relaxing, Creative & Euphoric), (Aromas: Earthy, Herbal & Sour)",,,,,,,,,,,,,,,,,,,
,Hawaiian Golden Pineapple - Flower [Phat Panda],Hawaiian Golden Pineapple - Flower [Phat Panda],true,,phat panda,,hawaiian golden pineapple,,Flower,,,,,"Golden Pineapple x Puna Butter - (Flavors: Citrus, Sweet & Gassy), (Effects: Motivation, Creative & Uplifting), (Aromas: Pungent, Citrus & Earthy)",,,,,,,,,,,,,,,,,,,
,Hawaiian Golden Pineapple X Trophy Wife - Flower [Phat Panda],Hawaiian Golden Pineapple X Trophy Wife - Flower [Phat Panda],true,,phat panda,,hawaiian golden pineapple x trophy wife,,Flower,,,,,"(Flavors: Pineapple, Creamy & Pine), (Effects: Euphoria, Creative & Focus), (Aromas: Earthy, Pine & Sweet)",,,,,,,,,,,,,,,,,,,
,Hawk Tuah - Flower [Phat Panda],Hawk Tuah - Flower [Phat Panda],true,,phat panda,,hawk tuah,,Flower,,,,,"Rain Maker x Trophy Wife - (Flavors: Woody, Peppery & Citrus), (Effects: Relaxing, Creative & Blissful), (Aromas: Earthy, Pine & Creamy)",,,,,,,,,,,,,,,,,,,
,Head Space - Flower [Phat Panda],Head Space - Flower [Phat Panda],true,,phat panda,,head space,,Flower,,,,,"Maui Wowie x Orange Zkittlez - (Flavors: Lavender, Mint & Pine), (Effects: Sociable, Euphoric & Aroused), (Aromas: Herbal, Pine & Lavender)",,,,,,,,,,,,,,,,,,,
,Hindu Sour - Flower [Phat Panda],Hindu Sour - Flower [Phat Panda],true,,phat panda,,hindu sour,,Flower,,,,,"Hindu Kush x Sour Diesel - (Flavors: Lemon, Sour & Herbal), (Effects: Creative, Energetic & Sociable), (Aromas: Gassy, Sour & Earthy)",,,,,,,,,,,,,,,,,,,
,Hypnotik - Flower [Phat Panda],Hypnotik - Flower [Phat Panda],true,,phat panda,,hypnotik,,Flower,,,,,"MAC x Gorilla Diesel #3 (Flavors: Earthy, Sweet, Citrus & Pine), (Effects: Uplifting, Creative & Relaxing), (Aromas: Pine, Earthy & Creamy)",,,,,,,,,,,,,,,,,,,
,Ice Cream Cake - Flower [Phat Panda],Ice Cream Cake - Flower [Phat Panda],true,,phat panda,,ice cream cake,,Flower,,,,,"Gelato #33 x Wedding Cake - (Flavor: Vanilla, Peppery & Creamy), (Effects: Drowsy, Hungry & Relaxing), (Aromas: Nutty, Pungent & Earthy)",,,,,,,,,,,,,,,,,,,
,Ice Cream Man - Flower [Phat Panda],Ice Cream Man - Flower [Phat Panda],true,,phat panda,,ice cream man,,Flower,,,,,"Nooner x Trophy Wife - (Flavors: Spicy, Fruity & Herbal), (Effects: Creative, Uplfting & Aroused), (Aromas: Gassy, Sour & Citrus)",,,,,,,,,,,,,,,,,,,
,Inzane In The Membrane - Flower [Phat Panda],Inzane In The Membrane - Flower [Phat Panda],true,,phat panda,,inzane in the membrane,,Flower,,,,,"Ghost Train Haze x Super Lemon Haze x Forbidden Fruit - (Flavors: Citrus, Lemon & Spicy), (Effects: Euphoria, Motivation & Uplifting)",,,,,,,,,,,,,,,,,,,
,Jack & Coke - Flower [Phat Panda],Jack & Coke - Flower [Phat Panda],true,,phat panda,,jack & coke,,Flower,,,,,"Jack Herer x Terpee Slurpee -   (Flavors: Candy, Lemon & Pine), (Effects: Energetic, Creative & Focused), (Aromas: Sour, Earthy & Flowery)",,,,,,,,,,,,,,,,,,,
,Jack & Jill - Flower [Phat Panda],Jack & Jill - Flower [Phat Panda],true,,phat panda,,jack & jill,,Flower,,,,,"Jack Herer x Trophy Wife - (Flavors: Sour, Gasssy & Pine) - (Effects: Energetic, Creative, & Uplifting) - (Aromas: Spicy, Pine, & Lemon)",,,,,,,,,,,,,,,,,,,
,Jack Herer - Flower [Phat Panda],Jack Herer - Flower [Phat Panda],true,,phat panda,,jack herer,,Flower,,,,,"Northern Lights #5 x Haze x Skunk - (Flavors: Citrus, Lemons & Sour), (Effects: Creative, Sociable & Uplifting), (Aromas: Lemon, Woody, Sour)",,,,,,,,,,,,,,,,,,,
,Jet Fuel Gelato - Flower [Phat Panda],Jet Fuel Gelato - Flower [Phat Panda],true,,phat panda,,jet fuel gelato,,Flower,,,,,"High Octane x Jet Fuel - (Flavors: Citrus, Peppery & Gassy), (Effects: Euphoric, Uplifting & Creative), (Aromas: Ctrius, Pungent & Sour)",,,,,,,,,,,,,,,,,,,
,Johnny Utah - Flower [Phat Panda],Johnny Utah - Flower [Phat Panda],true,,phat panda,,johnny utah,,Flower,,,,,"Animal Mints #15 x Trophy Wife -  (Flavors: Nutty, Peppery & Sweet), (Effects: Relaxing, Euphoria & Hungry), (Aromas: Nutty, Earthy, Peppery & Sweet)",,,,,,,,,,,,,,,,,,,
,Jungle Jane - Flower [Phat Panda],Jungle Jane - Flower [Phat Panda],true,,phat panda,,jungle jane,,Flower,,,,,"Gorrila Grape x Trophy Wife - (Flavors: Creamy, Peppery & Sweet), (Effects: Relaxing, Sociable & Hungry), (Aromas: Earthy, Spicy & Creamy)",,,,,,,,,,,,,,,,,,,
,Just The Tip - Flower [Phat Panda],Just The Tip - Flower [Phat Panda],true,,phat panda,,just the tip,,Flower,,,,,"Montana Silvertip x Trophy Wife (Flavors: Vanilla, Earthy & Sweet),(Effects: Drowsy, Happy & Hungry), (Aromas: Creamy, Earthy & Pungent)",,,,,,,,,,,,,,,,,,,
,Kings Blend - Flower [Phat Panda],Kings Blend - Flower [Phat Panda],true,,phat panda,,kings blend,,Flower,,,,,"Headband x OG Kush x Sour Diesel - (Flaves: Lemon, Spicy & CItrus), (Effects: Creative, Uplifting & Calming), (Aromas: Gassy, Lemon & Spicy)",,,,,,,,,,,,,,,,,,,
,Knocked Up - Flower [Phat Panda],Knocked Up - Flower [Phat Panda],true,,phat panda,,knocked up,,Flower,,,,,"Purple Punch x Trophy Wife (Flavors: Herbal, Earthy & Sweet), (Effects: Calming, Uplifting & Hungry), (Aromas: Woody, Diesel & Skunk)",,,,,,,,,,,,,,,,,,,
,Kush Cake - Flower [Phat Panda],Kush Cake - Flower [Phat Panda],true,,phat panda,,kush cake,,Flower,,,,,"(Flavors: Citrus, Vanilla & Earthy), (Effects: Relaxing, Tingly & Uplifting), (Aromas:Earthy, Sour & Sweet)",,,,,,,,,,,,,,,,,,,
,Layer Cake - Flower [Phat Panda],Layer Cake - Flower [Phat Panda],true,,phat panda,,layer cake,,Flower,,,,,"Wedding x GMO - (Flavors: Herbal, Spicy & Sweet), (Effects: Drowsy, Sociable & Relaxing), (Aromas: Spicy, Woody & Gassy)",,,,,,,,,,,,,,,,,,,
,Legend Of Nigeria - Flower [Phat Panda],Legend Of Nigeria - Flower [Phat Panda],true,,phat panda,,legend of nigeria,,Flower,,,,,"Legend OG x JJ's Nigerian: (Flavors: Citrus, Sour & Gassy), (Effects: Focused, Relaxing & Uplifting), (Aromas: Gassy, Earthy & Sour)",,,,,,,,,,,,,,,,,,,
,Lemon Cherry Gelato - Flower [Phat Panda],Lemon Cherry Gelato - Flower [Phat Panda],true,,phat panda,,lemon cherry gelato,,Flower,,,,,"Sunset Sherbet x Girl Scout Cookies - (Flavors: Pine, Sour & Woody), (Effects: Sociable, Uplifting & Relaxing), (Aromas: Citrus, Woody & Sour)",,,,,,,,,,,,,,,,,,,
,Lemon Fresh - Flower [Phat Panda],Lemon Fresh - Flower [Phat Panda],true,,phat panda,,lemon fresh,,Flower,,,,,"Jungle Spice x Gorilla Diesel - (Flavors: Citrus, Sour & Gassy), (Effects: Energetic, Creative & Relaxing), (Aromas: Lemon, Sour & Gassy)",,,,,,,,,,,,,,,,,,,
,Lemon Heads - Flower [Phat Panda],Lemon Heads - Flower [Phat Panda],true,,phat panda,,lemon heads,,Flower,,,,,"Lemonade x Lemon - (Flavors: Citrus, Lemon & Pine), (Effects: Creative, Focused & Uplifting), (Aromas: Earthy, Lemon & Woody)",,,,,,,,,,,,,,,,,,,
,Lemon Pepper - Flower [Phat Panda],Lemon Pepper - Flower [Phat Panda],true,,phat panda,,lemon pepper,,Flower,,,,,"Lemon Cooler x Lemon Pebbles - (Flavors: Citrus, Sour & Sweet), (Effects: Aroused, Uplifting & Sociable), (Aromas: Lemon, Sour & Earthy)",,,,,,,,,,,,,,,,,,,
,Lemon Sugar Koosh - Flower [Phat Panda],Lemon Sugar Koosh - Flower [Phat Panda],true,,phat panda,,lemon sugar koosh,,Flower,,,,,"Larry OG x Double OG Sour x Starfighter - (Flavors: Citrus, Lemon & Creamy), (Effects: Giggly, Sociable & Tingly), (Aromas: Herbal, Earthy & Sour))",,,,,,,,,,,,,,,,,,,
,Lilac Cookies - Flower [Phat Panda],Lilac Cookies - Flower [Phat Panda],true,,phat panda,,lilac cookies,,Flower,,,,,"Pave x Wine & Dine - (Flavors: Creamy, Peppery & Earthy), (Effects: Relaxing, Drowsy & Euphoria), (Aromas: Citrus, Gassy & Flowery)",,,,,,,,,,,,,,,,,,,
,Lime Bars - Flower [Phat Panda],Lime Bars - Flower [Phat Panda],true,,phat panda,,lime bars,,Flower,,,,,"Black Lime Reserve x Trophy Wife - (Flavors: Gassy, Sweet & Sour), (Effects: Relaxing, Hungry & Sociable), (Aromas: Tangy, Earthy & Sour)",,,,,,,,,,,,,,,,,,,
,London Kush - Flower [Phat Panda],London Kush - Flower [Phat Panda],true,,phat panda,,london kush,,Flower,,,,,"London Pound Cake x Kush Mintz - (Flavors: Vanilla, Creamy & Peppery), (Effects: Calming, Hungry & Drowsy), (Aromas: Nutty, Earthy & Spicy)",,,,,,,,,,,,,,,,,,,
,London Kush X Trophy Wife - Flower [Phat Panda],London Kush X Trophy Wife - Flower [Phat Panda],true,,phat panda,,london kush x trophy wife,,Flower,,,,,"(Flavors: Mint, Earthy & Pine), (Effects: Relaxing, Euphoria & Drowsy), (Aromas: Sweet, Earthy & Pine)",,,,,,,,,,,,,,,,,,,
,Love Potion #9 - Flower [Phat Panda],Love Potion #9 - Flower [Phat Panda],true,,phat panda,,love potion #9,,Flower,,,,,"Sour Strawberry Kush x Secret OG #7 - (Flavors: Grapefruit, Woody & Sweet), (Effects: Focused, Giggly & Hungry), (Aromas: Earthy, Sour & Sweet)",,,,,,,,,,,,,,,,,,,
,Macadelic - Flower [Phat Panda],Macadelic - Flower [Phat Panda],true,,phat panda,,macadelic,,Flower,,,,,"MAC Stomper x Nitro Cake - (Flavors: Peppery, Citrus & Flowery), (Effects: Relaxing, Uplifting & Mellow), (Aromas: Gassy, Spicy & Hebral)",,,,,,,,,,,,,,,,,,,
,Mac Berry - Flower [Phat Panda],Mac Berry - Flower [Phat Panda],true,,phat panda,,mac berry,,Flower,,,,,"MAC x Strawberry Cookie & Cream - (Flavors: Berry, Gassy & Sweet), (Effects: Hungry, Mellow & Relaxing), (Aromas: Earthy, Sweet & Pungent)",,,,,,,,,,,,,,,,,,,
,Malibu Pure Kush - Flower [Phat Panda],Malibu Pure Kush - Flower [Phat Panda],true,,phat panda,,malibu pure kush,,Flower,,,,,"Kindu Kush x OG Kush - (Flavors: Pine, Woody & Sour), (Effects: Euphoria, Mellow & Calming), (Aromas: Herbal, Earthy & Pine)",,,,,,,,,,,,,,,,,,,
,Maui Wowie - Flower [Phat Panda],Maui Wowie - Flower [Phat Panda],true,,phat panda,,maui wowie,,Flower,,,,,"Hawaiian x Unknown - (Flavors: Citrus, Gassy & Sweet), (Effects: Creative, Focused & Uplifting), (Aromas: Earthy, Pineapple & Citrus)",,,,,,,,,,,,,,,,,,,
,Mega Sundae - Flower [Phat Panda],Mega Sundae - Flower [Phat Panda],true,,phat panda,,mega sundae,,Flower,,,,,"Don Mega x Grape Sundae - (Flavors: Herbal, Sour & Sweet), (Effects: Creative, Relaxing & Uplifting), (Aromas: Woody, Sour & Earthy)",,,,,,,,,,,,,,,,,,,
,Mental Glue - Flower [Phat Panda],Mental Glue - Flower [Phat Panda],true,,phat panda,,mental glue,,Flower,,,,,"Mental Floss x Gorilla Glue - (Flavors: Pine, Sour & Peppery), (Effects: Relaxing, Hungry & Sociable), (Aromas: Earthy, Woody & Sour)",,,,,,,,,,,,,,,,,,,
,Modified Grape - Flower [Phat Panda],Modified Grape - Flower [Phat Panda],true,,phat panda,,modified grape,,Flower,,,,,"Dirty Little Secrets x The Gorgon - (Flavors: Spicy, Sweet & Woody), (Effects: Hungry, Calming & Sociable), (Aromas: Spicy, Woody & Sweet)",,,,,,,,,,,,,,,,,,,
,Moncao Octane - Flower [Phat Panda],Moncao Octane - Flower [Phat Panda],true,,phat panda,,moncao octane,,Flower,,,,,"Paris OG x The Menthol - (Flavors: Gassy, Spicy & Citrus), (Effects: Euphoria, Relaxing & Drowsy), (Aromas: Floral, Citrus  & Spicy)",,,,,,,,,,,,,,,,,,,
,Motorbreath #15 - Flower [Phat Panda],Motorbreath #15 - Flower [Phat Panda],true,,phat panda,,motorbreath #15,,Flower,,,,,"Chemdog D Kush x SFV OG - (Flavors: Lemon, Pine & Citrus), (Effects: Relaxing, Hungry & Euphoric), (Aromas: Woody, Diesel & Earthy)",,,,,,,,,,,,,,,,,,,
,nitro Cake - Flower [Phat panda],nitro Cake - Flower [Phat panda],true,,Phat panda,,nitro Cake,,Flower,,,,,"Ice Cream Cake x Weird Science - (Flavors: Nutty, Pine, Sweet & Sour), (Effects: Creative, Euphoria & Tranquility), (Aromas: Pine, Woody & Creamy)",,,,,,,,,,,,,,,,,,,
,Non Gmo - Flower [Phat panda],Non Gmo - Flower [Phat panda],true,,Phat panda,,non gmo,,Flower,,,,,"GMO x Grape Cream Cake (Flavors: Nutty, Sweet Grape & Spicy), (Effects: Calming, Relaxing & Euphoria), (Aromas: Earthy, Woody & Sweet)",,,,,,,,,,,,,,,,,,,
,Nooner - Flower [Phat panda],Nooner - Flower [Phat panda],true,,Phat panda,,nooner,,Flower,,,,,"Panda Snax #24 x Trophy Wife #5 - (Flavors: Herbal, Sour & Vanilla), (Effects: Hungry, Drowsy & Relaxing), (Aromas: Earthy, Pungent, & Skunky)",,,,,,,,,,,,,,,,,,,
,Nooner X Redneck Wedding - Flower [Phat panda],Nooner X Redneck Wedding - Flower [Phat panda],true,,Phat panda,,nooner x redneck wedding,,Flower,,,,,"(Flavors: Coffee, Nutty & Spicy), (Effects: Giggly, Relaxing & Hungry), (Aromas: Peppery, Nutty & Pine)",,,,,,,,,,,,,,,,,,,
,Northern Haze - Flower [Phat panda],Northern Haze - Flower [Phat panda],true,,Phat panda,,northern haze,,Flower,,,,,"Northern Lights #5 x Haze - (Flavors: Spicy, Woody & Herbal), (Effects: Calming, Sociable & Uplifting), (Aromas: Pine, Spicy & Earthy)",,,,,,,,,,,,,,,,,,,
,Og Chem - Flower [Phat panda],Og Chem - Flower [Phat panda],true,,Phat panda,,og chem,,Flower,,,,,"Chemdawg x OG Kush - (Flavors: Gassy, Pine & Sweet), (Effects: Creative, Sociable & Uplifting), (Aromas: Gassy, Earthy & Hash)",,,,,,,,,,,,,,,,,,,
,Old Prospector - Flower [Phat panda],Old Prospector - Flower [Phat panda],true,,Phat panda,,old prospector,,Flower,,,,,"Nooner x Redneck Wedding - (Flavors: Coffee, Peppery & Sweet), (Effects: Happy, Hungry & Drowsy), (Aromas: Earthy, Nutty & Pungent)",,,,,,,,,,,,,,,,,,,
,Orange Diesel - Flower [Phat panda],Orange Diesel - Flower [Phat panda],true,,Phat panda,,orange diesel,,Flower,,,,,"Agent Orange x Sour Diesel - (Flavors: Citrus, Orange & Gassy), (Effects: Euphoria, Focused & Sociable), (Aromas: Pungent, Gassy & Sweet)",,,,,,,,,,,,,,,,,,,
,Orange Zkittlez - Flower [Phat panda],Orange Zkittlez - Flower [Phat panda],true,,Phat panda,,orange zkittlez,,Flower,,,,,"Agent Orange x Zkittlez - (Flavors: Sour, Citrus & Creamy), (Effects: Calming, Creative & Uplifting), (Aromas: Orange, Sour & Earthy)",,,,,,,,,,,,,,,,,,,
,Oregon Diesel - Flower [Phat panda],Oregon Diesel - Flower [Phat panda],true,,Phat panda,,oregon diesel,,Flower,,,,,"Blackberry x NYC Diesel - (Flavors: Lavender, Pine & Gassy), (Effects: Relaxing, Euphoria & Drowsy), (Aromas: Lavender, Sweet & Pine)",,,,,,,,,,,,,,,,,,,
,Panda Cookies - Flower [Phat panda],Panda Cookies - Flower [Phat panda],true,,Phat panda,,panda cookies,,Flower,,,,,"Starfighter x Thin Mint Girl Scout Cookies - (Flavors: Herbal, Vanilla & Earthy), (Effects: Hungry, Relaxing & Uplifting), (Aromas:Earthy, Herbal & Vanilla)",,,,,,,,,,,,,,,,,,,
,Panda Snax #17 - Flower [Phat panda],Panda Snax #17 - Flower [Phat panda],true,,Phat panda,,panda snax #17,,Flower,,,,,"Unknown Cookies x Gelato - (Flavors: Herbal, Sour & Earthy), (Effects: Hungry, Calming & Sleepy), (Aromas: Pungent, Sour & Earthy)",,,,,,,,,,,,,,,,,,,
,Pandy Droper - Flower [Phat panda],Pandy Droper - Flower [Phat panda],true,,Phat panda,,pandy droper,,Flower,,,,,"Pink Panties x Trophy Wife (Flavors: Sweet, Grape & Herbal), (Effects: Aroused, Hungry & Euphoria), (Aromas: Berry, Earthy, & Skunky)",,,,,,,,,,,,,,,,,,,
,Papaya - Flower [Phat panda],Papaya - Flower [Phat panda],true,,Phat panda,,papaya,,Flower,,,,,"Citral #13 x Ice #2 - (Flavors: Peppery, Sweet & Citrus), (Effects: Euphoria, Mellow & Happy), (Aromas: Pungent, Sweet & Earthy)",,,,,,,,,,,,,,,,,,,
,Papaya Cake - Flower [Phat panda],Papaya Cake - Flower [Phat panda],true,,Phat panda,,papaya cake,,Flower,,,,,"Papaya x Wedding Cake - (Flavors: Citrus, Spicy & Woody), (Effects: Calming, Hungry & Mellow), (Aromas: Earthy, Citrus & Peppery)",,,,,,,,,,,,,,,,,,,
,Papaya Cake X (Og Chem X Trophy Wife) - Flower [Phat panda],Papaya Cake X (Og Chem X Trophy Wife) - Flower [Phat panda],true,,Phat panda,,papaya cake x (og chem x trophy wife),,Flower,,,,,"(Flavors: Lemon, Earthy, & Diesel), (Effects: Calming, Energetic, & Hungry), (Aromas: Fruity, Pungent, Pine & Diesel)",,,,,,,,,,,,,,,,,,,
,Papaya Cake X Trophy Wife - Flower [Phat panda],Papaya Cake X Trophy Wife - Flower [Phat panda],true,,Phat panda,,papaya cake x trophy wife,,Flower,,,,,"(Flavors: Peppery, Diesel, & Citrus) - (Effects: Relaxed, Calming, & Energetic), (Aromas: Spicy, Gassy & Citrus)",,,,,,,,,,,,,,,,,,,
,Peaches & Cream - Flower [Phat panda],Peaches & Cream - Flower [Phat panda],true,,Phat panda,,peaches & cream,,Flower,,,,,"Chemdawg x Super Lemon Haze x Maui x Grape Kush - (Flavors: Candy, Spicy & Sweet), (Effects: Creative, Giggly & Uplifting), (Aromas: Floral, Candy & Citrus)",,,,,,,,,,,,,,,,,,,
,Peppermint Agave - Flower [Phat panda],Peppermint Agave - Flower [Phat panda],true,,Phat panda,,peppermint agave,,Flower,,,,,"The Menthol x Acai Berry Gelato - (Flavors: Peppery, Mint & Flowery), (Effects: Calming, Sociable & Mellow), (Aromas: Spicy, Creamy & Gassy)",,,,,,,,,,,,,,,,,,,
,Pineapple Donut - Flower [Phat panda],Pineapple Donut - Flower [Phat panda],true,,Phat panda,,pineapple donut,,Flower,,,,,"Franken Cakes x Gorilla Diesel #3 - (Flavors: Citrus, Sour & Woody), (Effects: Creative, Euphoria & Uplifting), (Aromas: Pineapple, Nutty & Earthy)",,,,,,,,,,,,,,,,,,,
,Pineapple Mintz - Flower [Phat panda],Pineapple Mintz - Flower [Phat panda],true,,Phat panda,,pineapple mintz,,Flower,,,,,"Kush Mintz x Golden Pineapple - (Flavors: Citrus, Creamy & Sour), (Effects: Giggly, Relaxing & Creative), (Aromas: Earthy, Pineapple & Citrus)",,,,,,,,,,,,,,,,,,,
,Pink Lemonade - Flower [Phat panda],Pink Lemonade - Flower [Phat panda],true,,Phat panda,,pink lemonade,,Flower,,,,,"Lemon Skunk x Purple Kush (Flavors: Grapefruit, Sweet & Woody), (Effects: Creative, Mellow & Euphoria), (Aromas: Earthy, Herbal & Sour)",,,,,,,,,,,,,,,,,,,
,Pink Panties X Trophy Wife - Flower [Phat panda],Pink Panties X Trophy Wife - Flower [Phat panda],true,,Phat panda,,pink panties x trophy wife,,Flower,,,,,"(Flavors: Gassy, Sweet & Earthy), (Effects: Euphoria, Relaxing & Hungry), (Aromas: Earthy, Pungent & Sweet)",,,,,,,,,,,,,,,,,,,
,Pitted Cherry - Flower [Phat panda],Pitted Cherry - Flower [Phat panda],true,,Phat panda,,pitted cherry,,Flower,,,,,"Point Break x Cherry Temple - (Flavors: Spicy, Sweet & Gassy), (Effects: Mellow, Hungry & Sociable), (Aromas: Herbal, Gassy & Sweet)",,,,,,,,,,,,,,,,,,,
,Post Melon - Flower [Phat panda],Post Melon - Flower [Phat panda],true,,Phat panda,,post melon,,Flower,,,,,"Watermelon Zkittlez x Project 4516 - (Flavors: Pine, Peppery & Lavender), (Effects: Hungry, Calming & Creative), (Aromas: Spicy, Woody & Pine)",,,,,,,,,,,,,,,,,,,
,Powdered Donut - Flower [Phat panda],Powdered Donut - Flower [Phat panda],true,,Phat panda,,powdered donut,,Flower,,,,,"Jet Fuel Gelato x Orange Cookies (Flavors: Citrus, Nutty & Sweet), (Effects: Focus, Giggly & Relaxing),(Aromas: Flowery, Berry & Peppery)",,,,,,,,,,,,,,,,,,,
,Prism Og - Flower [Phat panda],Prism Og - Flower [Phat panda],true,,Phat panda,,prism og,,Flower,,,,,"Wifi 43 x Triangle Kush - (Flavors: Spicy, Sour & Fruity), (Effects: Calming, Socaible & Mellow), (Aromas: Sweet, Earthy & Citrus)",,,,,,,,,,,,,,,,,,,
,Purple Punch - Flower [Phat panda],Purple Punch - Flower [Phat panda],true,,Phat panda,,purple punch,,Flower,,,,,"Larry OG x Grand Daddy Purple - (Flavors: Candy, Vanilla & Earthy), (Effects: Hungry, Relaxing & Drowsy), (Aromas: Herbal, Earthy & Gassy)",,,,,,,,,,,,,,,,,,,
,Purple Monster Kush - Flower [Phat panda],Purple Monster Kush - Flower [Phat panda],true,,Phat panda,,purple monster kush,,Flower,,,,,"OG Kush x Purple Kush - (Flavors: Spicy, Flowery & Sweet), (Effects: Calming, Relaxing & Tingly), (Aromas: Earthy, Spicy & Herbal)",,,,,,,,,,,,,,,,,,,
,Purple Starfruit - Flower [Phat panda],Purple Starfruit - Flower [Phat panda],true,,Phat panda,,purple starfruit,,Flower,,,,,"Cake Mints x Platinum GSC x Lil Miss - (Flavors: Fruity, Grassy & Floral), (Effects: Calming, Mellow & Sociable), (Aromas: Pine, Herbal & Sweet)",,,,,,,,,,,,,,,,,,,
,Queen'S Sangria - Flower [Phat panda],Queen'S Sangria - Flower [Phat panda],true,,Phat panda,,queen's sangria,,Flower,,,,,"Mimosa x Royal Kush - (Flavors: Woody, Sour & Herbal), (Effects: Calming, Relaxing & Happy), (Aromas: Woody, Earthy & Sour)",,,,,,,,,,,,,,,,,,,
,Rainbow Sherbet - Flower [Phat panda],Rainbow Sherbet - Flower [Phat panda],true,,Phat panda,,rainbow sherbet,,Flower,,,,,"Champagne x Blackberry - (Flavors: Sweet, Nutty & Citrus), (Effects: Relaxing, Uplifting & Hungry), (Aromas: Earthy, Sweet & Fruity)",,,,,,,,,,,,,,,,,,,
,Raspberry Zkittlez - Flower [Phat panda],Raspberry Zkittlez - Flower [Phat panda],true,,Phat panda,,raspberry zkittlez,,Flower,,,,,"Raspberry Zkittlez x Orange Zkittlez - (Flavors: Tangy, Sweet & Earthy), (Effects: Creative, Euphoria & Sociable), (Aromas: Flowery, Creamy & Earthy)",,,,,,,,,,,,,,,,,,,
,Redneck Mintz - Flower [Phat panda],Redneck Mintz - Flower [Phat panda],true,,Phat panda,,redneck mintz,,Flower,,,,,"Kush Mintz x Redneck Wedding - (Flavors: Nutty, Sour & Earthy), (Effects: Calming, Hungry & Relaxing ), (Aromas: Spicy, Lemon & Earthy)",,,,,,,,,,,,,,,,,,,
